platform,stock_id,file,line,post_id,title,url,chars,state,scheduled_at,generator,template,link,cta,hashtag,image,image_file,same_article_count,hash,dup_exact,dup_near,text,verdict,why
Threads,TH-LIVE-18105422867516038,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/DbfgvJElHC7,74,投稿済み（表示1045 いいね9 返信1）,2026-08-01T09:24:51+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,b44ad235,,,TOEIC、2年間ずっと600点前後から動かなかった。 参考書も替えたし、アプリも入  ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い／句点の混入／未確認の一人称の事実。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
Threads,TH-LIVE-18001853321994230,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/DbhqUnblI5v,63,投稿済み（表示47 いいね0 返信2）,2026-08-02T05:27:05+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,6bb3474c,,,「英語 アプリ 安い」で検索したことある人、正直に手挙げて🖐️  ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
Threads,TH-LIVE-18383551465165148,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/Dbmo3XwFDme,74,投稿済み（表示52 いいね0 返信2）,2026-08-04T03:50:34+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,f5bffd52,,,セブ島留学 8コマ入れて水曜に潰れた 口は動くのに 夜に何も思い出せない 授業を6コ  ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い／未確認の一人称の事実。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
Threads,TH-LIVE-17910886428265239,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/Dbo5ZqKgZdv,74,投稿済み（表示44 いいね0 返信2）,2026-08-05T00:53:32+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,6dbd008b,,,TOEICリスニング 325点で2年止まってた 聞き流しをやめたら 2ヶ月で動いた   ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い／未確認の一人称の事実。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
Threads,TH-LIVE-18106172534107318,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/DbqDax3FOhS,74,投稿済み（表示1338 いいね5 返信2）,2026-08-05T11:40:19+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,ba9c7255,,,英語やらなきゃ と言い続けて27歳になった 同期に 現地行くのが一番早いよ！って言わ  ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い／未確認の一人称の事実。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
Threads,TH-LIVE-18115027400301542,workspace/threads_insights/history.jsonl,-,,（APIは記事IDを持たない）,https://www.threads.com/@sakura_eigo30/post/DbuWq8BgZJP,74,投稿済み（表示6 いいね0 返信1）,2026-08-07T03:45:30+0000,人が手で貼った（Threads自動投稿は未接続）,上のストックのどれかを手で貼ったもの,,,なし,なし,,13,9d749d72,,,3日、4日、2日 オンライン英会話に3回登録して 続いた日数がこれ レッスンが嫌だっ  ※Threads APIの本文は先頭のみ返る（全文ではない）,要修正（投稿済み・消すか残すかは別判断）,1行が長い／未確認の一人称の事実。**本文は冒頭しか取れていない**ので、消すかどうかは全文を見てから決める
X,X-PROMO-521-1,workspace/x_promo/promo_521.md,5,521,TOEICリスニングが325点で止まっていた私が、聞き流しをやめて2ヶ月で動かした勉強法,https://sakura-eigo.com/toeic-listening-325-to-improvement/,68,下書き（DRY RUN の出力。投稿していない）,なし（x-promo.yml は手動実行のみ）,scripts/x_promo.py（claude-opus-4-8）,scripts/x_promo.py の RULES,,なし,なし,なし,,5,1a63761b,,,"325点から2年動かなかったリスニング

通勤中の音声が
ただのBGMになってた

聞き流しをやめて足した一手で
2ヶ月で動き出したよ🎧",廃棄候補,書けない事実で、しかも記事の中身と別物
X,X-PROMO-521-2,workspace/x_promo/promo_521.md,17,521,TOEICリスニングが325点で止まっていた私が、聞き流しをやめて2ヶ月で動かした勉強法,https://sakura-eigo.com/toeic-listening-325-to-improvement/,86,下書き（DRY RUN の出力。投稿していない）,なし（x-promo.yml は手動実行のみ）,scripts/x_promo.py（claude-opus-4-8）,scripts/x_promo.py の RULES,"https://sakura-eigo.com/toeic-listening-325-to-improvement/?utm_source=x

1投稿目の文字数: 68",リンクのみ,なし,なし,,5,dc0e15f9,,,"https://sakura-eigo.com/toeic-listening-325-to-improvement/?utm_source=x

1投稿目の文字数: 68",要修正,記事と食い違う
X,X-PROMO-526-1,workspace/x_promo/promo_526.md,5,526,現地に短期で行けば一番早い、を27歳の私が費用と時間で調べ直した,https://sakura-eigo.com/fast-verify-cost-time-travel/,94,下書き（DRY RUN の出力。投稿していない）,なし（x-promo.yml は手動実行のみ）,scripts/x_promo.py（claude-opus-4-8）,scripts/x_promo.py の RULES,,なし,なし,なし,,5,2a4000b1,,,"「短期で現地行けば一番早い」って言われて信じかけたけど

セブ4週間の授業、数えたら117時間しかなかった

1レベル上げるのに必要な時間の6割弱

これで足りるのか、調べ直した記録です📝",廃棄候補,書けない事実で、しかも記事の中身と別物
X,X-PROMO-526-2,workspace/x_promo/promo_526.md,17,526,現地に短期で行けば一番早い、を27歳の私が費用と時間で調べ直した,https://sakura-eigo.com/fast-verify-cost-time-travel/,80,下書き（DRY RUN の出力。投稿していない）,なし（x-promo.yml は手動実行のみ）,scripts/x_promo.py（claude-opus-4-8）,scripts/x_promo.py の RULES,"https://sakura-eigo.com/fast-verify-cost-time-travel/?utm_source=x

1投稿目の文字数: 94",リンクのみ,なし,なし,,5,bca82e4a,,,"https://sakura-eigo.com/fast-verify-cost-time-travel/?utm_source=x

1投稿目の文字数: 94",要修正,記事と食い違う
X,X-LIVE-last,workspace/x_state.json,4,,（自動投稿は記事に紐付かない）,,60,投稿済み（**残っているのは直近1本だけ**）,2026-08-08T04:36:52.719045+00:00,.github/workflows/x-poster.yml（claude-haiku-4-5）,.github/workflows/x-poster.yml L110-L175 の prompt,,,なし,なし,,1,f730fbad,,,"現地1ヶ月より国内3ヶ月の方が安くて効果的かもって気づいた

結局は「どこで」より「その後どう続けるか」が全部

✨👂🌱",残せる（投稿済み）,引っかかる観点が無い
