claim_id,claim,subject,act,act_type,target,value,tense,is_experience,posts,post_ids,url,sentence,context,setting_source,needs,confirmation
C039,セブ島を調べた,さくら,調べた,調査,セブ島,,現在,no,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,だから発音は現地任せにしない 渡航前に音の土台を作れば、現地の吸収が速くなる 今夜、留学を調べる前にやっておく1手 セブで伸びた英語が、帰国後の何ヶ月でどれだけ落ちるのか 語学の記憶がどう減るかを扱った古い実験がある。,帰国後の維持環境を、渡航より先に手当てする 帰国前でも今からでも、口を動かす場を1つ確保する 消えやすいのは発音だ。 だから発音は現地任せにしない 渡航前に音の土台を作れば、現地の吸収が速くなる 今夜、留学を調べる前にやっておく1手 セブで伸びた英語が、帰国後の何ヶ月でどれだけ落ちるのか 語学の記憶がどう減るかを扱った古い実験がある。 覚えた直後をピークとして、使わないまま放置すると、最初の数週間で一気に落ち、そこから緩やかに底へ近づいていく曲線を描く。,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,本人の確認,
C040,英会話スクールを1回通った,さくら,通った,体験,英会話スクール,1回,現在,yes,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,日本で英会話スクールに週1回50分だけ通ったとして、同じ200時間に達するには単純計算で4年半かかる。,200時間の練習が、机の前で消えていく速さ 社会人が1ヶ月の留学で積む会話量は、平日のグループとマンツーマンを合わせて1日6時間として、週末を除いても150時間から200時間ほどになる。 日本で英会話スクールに週1回50分だけ通ったとして、同じ200時間に達するには単純計算で4年半かかる。 留学の濃さはここにある。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,受講記録・領収書,
C041,営業事務を続けた,さくら,続けた,体験,営業事務,,過去,yes,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,この中で、営業事務の私が平日の夜でも無理なく続けられるのはオンラインだった。,ボランティアガイド、地域の国際交流イベント、外国人の多い職場への転職、そしてオンライン英会話だ。 この中で、営業事務の私が平日の夜でも無理なく続けられるのはオンラインだった。 浅草まで通うのは月2回でも重いけれど、部屋から25分だけなら、帰国後の疲れた夜でもぎりぎり回せる。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C042,DMM英会話を調べた,さくら,調べた,調査,DMM英会話,,過去,no,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,私が調べた中ではDMM英会話が続けやすそうだった。,現地で太くした回路を、机の前でも落とさずにつなげる。 私が調べた中ではDMM英会話が続けやすそうだった。 24時間好きな時間に予約でき、営業事務の残業で遅くなった日でも22時台のレッスンが取れる。,CLAUDE.md 2026-07-05.md 2026-07-12.md 2026-07-22.md,本人の確認,
C043,speekを登録した,さくら,登録した,体験,speek,,過去,yes,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,→ speek（英語発音矯正）の無料トライアルを見る 今夜、留学を調べる前にやっておく1手 あの日曜の22時半、私は「意味なかった」の投稿に手を止めて、いつものように申し込みを来月に回しかけた。,とにかく話す量を稼ぎたい人には、これ単体だと物足りないはずだ。 → speek（英語発音矯正）の無料トライアルを見る 今夜、留学を調べる前にやっておく1手 あの日曜の22時半、私は「意味なかった」の投稿に手を止めて、いつものように申し込みを来月に回しかけた。 でも今回は少しだけ違うことをした。,CLAUDE.md 2026-06-29.md 2026-06-30.md 2026-07-01.md,サービスのアカウント履歴,
C044,英語を3回受けた,さくら,受けた,体験,英語,3回,現在,yes,1,282,https://sakura-eigo.com/working-holiday-english-anxiety/,Table of Contents Toggle 3回受けたTOEICのスコアだけ並べても、話せなさは1ミリも動かなかった 385点だった11月、私は英語のフレーズを1つも声に出していなかった リスニングの点は上がったのに、口は1度も動かしていない 「音を聞いてタップする」練習を何100回やっても、口の筋肉は育たない 420点になった6月、単語を覚えるほど口が重くなるという逆転が起きた 知っている,Table of Contents Toggle 3回受けたTOEICのスコアだけ並べても、話せなさは1ミリも動かなかった 385点だった11月、私は英語のフレーズを1つも声に出していなかった リスニングの点は上がったのに、口は1度も動かしていない 「音を聞いてタップする」練習を何100回やっても、口の筋肉は育たない 420点になった6月、単語を覚えるほど口が重くなるという逆転が起きた 知っている単語が増えたのに、とっさに出るのはむしろ減った 「日本語→英語」の翻訳回路を鍛えていたことに、あとで気づいた 465点の,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C045,ワーホリを続けた,さくら,続けた,体験,ワーホリ,,過去,yes,1,282,https://sakura-eigo.com/working-holiday-english-anxiety/,ワーホリから帰ってきて、あの海外担当者みたいな人に話しかけられたとき、笑顔で30秒会話を続けられる自分だ。,出口の自分を先に決めてから、逆算して今日の20分を積む 私が3年後に立っていたい場所は、はっきりしている。 ワーホリから帰ってきて、あの海外担当者みたいな人に話しかけられたとき、笑顔で30秒会話を続けられる自分だ。 この出口を先に決めると、今日やるべき20分の中身が決まる。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C046,英語を3ページ止まっていた,さくら,止まっていた,体験,英語,3ページ,現在,yes,1,283,https://sakura-eigo.com/cebu-beginner-mistakes-design/,Table of Contents Toggle 失敗リストを全部並べ直すと、書いてあるのは同じ一言だけだった 「ちゃんとやれ」が効かない人にだけ「ちゃんとやれ」と言う矛盾 私の単語帳が3ページで止まったのは、私の場合、返事が来ないことだったと思う 出発前に欲しいのは英語力の完成品じゃなかった 初心者の私が現地で崩れるのは、通じない最初の3日だと気づいた マンツーマン主体でも、逃げ道を持って行くと,「私みたいに続かない人間でも大丈夫なのか」だった。 Table of Contents Toggle 失敗リストを全部並べ直すと、書いてあるのは同じ一言だけだった 「ちゃんとやれ」が効かない人にだけ「ちゃんとやれ」と言う矛盾 私の単語帳が3ページで止まったのは、私の場合、返事が来ないことだったと思う 出発前に欲しいのは英語力の完成品じゃなかった 初心者の私が現地で崩れるのは、通じない最初の3日だと気づいた マンツーマン主体でも、逃げ道を持って行くと口を閉じる 逃げ回路は現地に着く前に一度壊しておける 1週間しか取れ,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,TOEIC公式マイページ,
C047,DMM英会話を25分受けた,さくら,受けた,体験,DMM英会話,25分,現在,yes,1,283,https://sakura-eigo.com/cebu-beginner-mistakes-design/,→ DMM英会話のオンライン無料体験レッスンを受けてみる この25分を3、4回くり返しておくと、体が「外国人と英語で話す」という状況に少しだけ慣れる。,通じない怖さと、それでも通じる経験を、セブに大金を払う前に自分の部屋で味わえた。 → DMM英会話のオンライン無料体験レッスンを受けてみる この25分を3、4回くり返しておくと、体が「外国人と英語で話す」という状況に少しだけ慣れる。 慣れた状態で現地に降り立てば、初日の混乱で日本語の輪に逃げ込む確率が下がる。,CLAUDE.md 2026-07-05.md 2026-07-12.md 2026-07-22.md,サービスのアカウント履歴,
C048,スパトレを7ページ試した,さくら,試した,体験,スパトレ,7ページ,過去,yes,1,288,https://sakura-eigo.com/spatalk-review-working-adults-habits/,Table of Contents Toggle スパトレの評判が高くても、社会人の私がすぐ飛びつけなかった理由 「コスパ最強」の口コミは、誰が書いたのかが抜けている 過去に単語帳を7ページで閉じた記憶 「予習しなくていい英会話」を3つ試して全部途中でやめた話 予習ゼロのオンライン英会話は、25分がただ流れていった フレーズ暗記アプリは、覚えた翌日には消えていた 楽して始めたものほど、私の弱点をそ,Table of Contents Toggle スパトレの評判が高くても、社会人の私がすぐ飛びつけなかった理由 「コスパ最強」の口コミは、誰が書いたのかが抜けている 過去に単語帳を7ページで閉じた記憶 「予習しなくていい英会話」を3つ試して全部途中でやめた話 予習ゼロのオンライン英会話は、25分がただ流れていった フレーズ暗記アプリは、覚えた翌日には消えていた 楽して始めたものほど、私の弱点をそのまま放置した 予習必須というデメリットが、独学に失敗した私に効いた仕組み レッスン前に25分の予習をやると、本番で言葉,CLAUDE.md 2026-06-30.md 2026-07-03.md 2026-07-07.md,本人の確認,
C049,オンライン英会話を25分試した,さくら,試した,体験,オンライン英会話,25分,過去,yes,1,288,https://sakura-eigo.com/spatalk-review-working-adults-habits/,予習ゼロのオンライン英会話は、25分がただ流れていった 最初に試したのは、予習不要をうたう定番のオンライン英会話だった。,ここに、私がスパトレの予習必須に引っかかった伏線がある。 予習ゼロのオンライン英会話は、25分がただ流れていった 最初に試したのは、予習不要をうたう定番のオンライン英会話だった。 テキストを開くだけでその場でレッスンが始まる。,CLAUDE.md 2026-06-08.md 2026-06-17.md 2026-06-21.md,本人の確認,
C050,"英語を3,400円使った",さくら,使った,体験,英語,"3,400円",現在,yes,1,288,https://sakura-eigo.com/spatalk-review-working-adults-habits/,"私の英語支出は、実感の薄いものばかりだった これまで私が英語に使ったお金を思い出せる範囲で書き出すと、単語帳2冊で3,400円、TOEICの参考書3冊で6,000円ほど、有料アプリの年間課金が11,000円。","安い高いは、自分が過去に何にいくら払ったかと並べて初めて意味を持つ。 私の英語支出は、実感の薄いものばかりだった これまで私が英語に使ったお金を思い出せる範囲で書き出すと、単語帳2冊で3,400円、TOEICの参考書3冊で6,000円ほど、有料アプリの年間課金が11,000円。 どれも最初の数日でやめたから、1回あたりのコストで割ると、目を背けたくなる数字になる。",（該当なし）,サービスのアカウント履歴,
C051,スタディサプリを2週間止まっていた,さくら,止まっていた,体験,スタディサプリ,2週間,現在,yes,1,288,https://sakura-eigo.com/spatalk-review-working-adults-habits/,逆に、この2週間で予約画面を開かない日が3日続いたら、いったん立ち止まって、崩れそうな夜の穴埋めをスタディサプリのような手軽な教材に切り替える。,ここを越えられれば、私は過去のパターンを1つ壊せる。 逆に、この2週間で予約画面を開かない日が3日続いたら、いったん立ち止まって、崩れそうな夜の穴埋めをスタディサプリのような手軽な教材に切り替える。 全部やめるより、負荷を下げてつなぐ。,CLAUDE.md 2026-06-05_speak-success-story.md 2026-06-09.md 2026-06-10.md,TOEIC公式マイページ,
C052,オンライン英会話を1回受けた,さくら,受けた,体験,オンライン英会話,1回,現在,yes,1,286,https://sakura-eigo.com/english-restart-at-30-speaking/,オンライン英会話の無料体験を1回だけ受けてみる。,25分の会話1回で、私の単語帳の使い方が変わる 具体的にどうするか。 オンライン英会話の無料体験を1回だけ受けてみる。 25分、相手はプロの先生で、こちらが黙っても待ってくれるし、詰まったらヒントをくれる。,CLAUDE.md 2026-06-05_eikaiwa-app-hikaku-shakaijin.md 2026-06-05_kaigai-iju-eigoryoku.md 2026-06-05_speak-success-story.md,サービスのアカウント履歴,
C053,英語を5年比較した,さくら,比較した,調査,英語,5年,過去,no,1,289,https://sakura-eigo.com/overseas-move-30s-not-late/,ただし条件がひとつ抜けている 強みのリストには、ひとつだけ欠けている項目がある 「遅い」を年齢と行動に切り分けると、正体が見えた 年齢の一般論に溶かされている、たったひとつの本物の締切 「申請時に30歳以下」という1行が、私の先延ばしに日付を打った 31歳でも滑り込める国と、そうでない国がある ワーホリを逃しても残るドアと、逃したら二度と開かないドア 「英語が固まってから」という順番が、私を5年止,Table of Contents Toggle 「遅くない」で安心する読み方が、私をいちばん先延ばしさせていた 「遅い?」と打つ指が本当に確かめたかったこと 私が怖がっていたのは数字ではなく、使わなかった時間だった 30代の移住が遅くないのは本当だ。 ただし条件がひとつ抜けている 強みのリストには、ひとつだけ欠けている項目がある 「遅い」を年齢と行動に切り分けると、正体が見えた 年齢の一般論に溶かされている、たったひとつの本物の締切 「申請時に30歳以下」という1行が、私の先延ばしに日付を打った 31歳でも滑り込,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C054,留学情報館を調べた,さくら,調べた,調査,留学情報館,,現在,no,1,289,https://sakura-eigo.com/overseas-move-30s-not-late/,ここで留学情報館のような、現地の生活や学校選びまで相談できる窓口を使うと、自分ひとりで調べるより抜け漏れが減る。,日系の求人サイトを眺めたり、シェアハウスの相場を調べたり。 ここで留学情報館のような、現地の生活や学校選びまで相談できる窓口を使うと、自分ひとりで調べるより抜け漏れが減る。 私のように何から手をつけていいか分からない人間には、道筋を一緒に整理してくれる相手がいるだけで、動き出しの速さがまるで違ってくる。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-09.md,本人の確認,
C055,ワーホリを検索した,さくら,検索した,調査,ワーホリ,,過去,no,1,289,https://sakura-eigo.com/overseas-move-30s-not-late/,行きたい国のワーホリ申請条件を検索して、自分の誕生日から逆算して、申請できるタイムリミットが何月なのかを紙に書く。,完璧な計画の完成を待たない。 行きたい国のワーホリ申請条件を検索して、自分の誕生日から逆算して、申請できるタイムリミットが何月なのかを紙に書く。 それだけでいい。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C056,オンライン英会話を25分登録した,さくら,登録した,体験,オンライン英会話,25分,過去,yes,1,289,https://sakura-eigo.com/overseas-move-30s-not-late/,無料で試せるオンライン英会話に登録して、明日の夜の25分を仮に押さえる。,締切を紙に書いたら、次は口を動かす場所を確保する 締切が見えたら、そのまま英語に触れる場所を確保しておく。 無料で試せるオンライン英会話に登録して、明日の夜の25分を仮に押さえる。 登録という操作を今夜のうちに済ませてしまえば、明日の私は「登録する」というハードルを越えなくていい。,CLAUDE.md 2026-06-08.md 2026-06-17.md 2026-06-21.md,サービスのアカウント履歴,
C057,ワーホリを問い合わせた,さくら,問い合わせた,調査,ワーホリ,,現在,no,1,289,https://sakura-eigo.com/overseas-move-30s-not-late/,相談窓口に「今の私が、何歳まで、どの国のワーホリに申請できるか」を問い合わせるメールを下書きしておくのも効く。,今夜のうちに越えておく。 相談窓口に「今の私が、何歳まで、どの国のワーホリに申請できるか」を問い合わせるメールを下書きしておくのも効く。 自分で調べると条件の見落としが怖いけれど、詳しい人に確認すれば一発で分かる。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C058,英語を検索した,さくら,検索した,調査,英語,,過去,no,1,292,https://sakura-eigo.com/english-self-study-procrastination-30s/,その夜、寝る前に「英語 独学 限界 30代」で検索した。,買っては閉じ、開いては忘れ、を27歳になるまで続けてきた。 その夜、寝る前に「英語 独学 限界 30代」で検索した。 上位に並ぶ記事は、どれも私に「あなたの意志の問題ではありません」と優しく言ってくれた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C059,英語学習を登録した,さくら,登録した,体験,英語学習,,過去,yes,1,292,https://sakura-eigo.com/english-self-study-procrastination-30s/,私がぶつかっていたのは坂の途中ですらなかった 去年の4月、通勤アプリの広告で見た無料の英語学習サービスに登録した。,前者は上りきれない天井、後者はスタート地点から3日でずり落ちる坂だ。 私がぶつかっていたのは坂の途中ですらなかった 去年の4月、通勤アプリの広告で見た無料の英語学習サービスに登録した。 1日5分の穴埋めクイズを解いていくやつで、最初の3日は昼休みにちゃんとやった。,CLAUDE.md 2026-06-05_workingholiday-cost-cut.md 2026-06-06.md 2026-06-06_eigo-dokugaku-shakaijin.md,サービスのアカウント履歴,
C060,英語を15分止まっていた,さくら,止まっていた,体験,英語,15分,過去,yes,1,292,https://sakura-eigo.com/english-self-study-procrastination-30s/,私は英語そのものにぶつかって止まったのではなく、平日の昼休みという15分が一度乱れただけで全体が崩れた。,発音のクセも一切関係ない。 私は英語そのものにぶつかって止まったのではなく、平日の昼休みという15分が一度乱れただけで全体が崩れた。 上位記事が丁寧に解説する独学の弱点は、私の止まり方を1ミリも説明していなかった。,CLAUDE.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,TOEIC公式マイページ,
C061,TOEICを3回払った,さくら,払った,体験,TOEIC,3回,現在,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,Table of Contents Toggle 3回のTOEICスコアを並べて、私はやっと自分の負けパターンを見た 1回目545点、電車の25分で私がやっていたのは「作業」だった 単語アプリを1日25分、それでも喋れなかった朝 「1日25分やった」を成果だと錯覚していた 2回目560点、15点の内訳を調べたら「話す練習」が1回もなかった 伸びたのはリーディング、リスニングは横ばいだった 2つのア,Table of Contents Toggle 3回のTOEICスコアを並べて、私はやっと自分の負けパターンを見た 1回目545点、電車の25分で私がやっていたのは「作業」だった 単語アプリを1日25分、それでも喋れなかった朝 「1日25分やった」を成果だと錯覚していた 2回目560点、15点の内訳を調べたら「話す練習」が1回もなかった 伸びたのはリーディング、リスニングは横ばいだった 2つのアプリを足しても、口を開く時間はゼロのままだった 3回目555点、5点下がって私は自分の記録を数え直した 下がった月、私は,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,クレジットカード・銀行の明細,
C062,TOEICを1回受けた,さくら,受けた,体験,TOEIC,1回,過去,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,1回目545点、電車の25分で私がやっていたのは「作業」だった 単語アプリを1日25分、それでも喋れなかった朝 最初のTOEICを受けたのは、単語アプリを始めて4ヶ月経った頃だった。,この記事は、その3回分のスコアと、その裏で私が何を怖れていたかの記録として書く。 1回目545点、電車の25分で私がやっていたのは「作業」だった 単語アプリを1日25分、それでも喋れなかった朝 最初のTOEICを受けたのは、単語アプリを始めて4ヶ月経った頃だった。 毎朝の通勤、東西線に乗っている25分がまるまる私の勉強時間で、これは我ながらよく続いたと思う。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C063,英語を1日使った,さくら,使った,体験,英語,1日,現在,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,1日25分×90日で計算すれば37時間以上を英語に使った計算になるのに、実際に喋る練習に使った時間はほぼゼロ。,でもその90日で私が声に出した回数は、おそらく0に近い。 1日25分×90日で計算すれば37時間以上を英語に使った計算になるのに、実際に喋る練習に使った時間はほぼゼロ。 この差が、給湯室の数秒で全部見えてしまった。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C064,speekを続けた,さくら,続けた,体験,speek,,現在,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,speekのような発音矯正に特化したものは、私が避け続けた音を正面から扱ってくれる。,"発音を音の1つ1つまで矯正するなら、判定と直し方の指示がセットになったサービスのほうが逃げ場がない。 speekのような発音矯正に特化したものは、私が避け続けた音を正面から扱ってくれる。 → speek（英語発音矯正）の無料トライアルを見る 2つのアプリを足しても、口を開く時間はゼロのままだった 単語アプリと発音アプリ、月1,900円分を毎日使っていたのに、560点を取った時点で私が「相手に向かって英語を喋った」回数はまだ0だった。",CLAUDE.md 2026-06-29.md 2026-06-30.md 2026-07-01.md,サービスのアカウント履歴,
C065,"speekを1,900円使った",さくら,使った,体験,speek,"1,900円",過去,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,"→ speek（英語発音矯正）の無料トライアルを見る 2つのアプリを足しても、口を開く時間はゼロのままだった 単語アプリと発音アプリ、月1,900円分を毎日使っていたのに、560点を取った時点で私が「相手に向かって英語を喋った」回数はまだ0だった。","speekのような発音矯正に特化したものは、私が避け続けた音を正面から扱ってくれる。 → speek（英語発音矯正）の無料トライアルを見る 2つのアプリを足しても、口を開く時間はゼロのままだった 単語アプリと発音アプリ、月1,900円分を毎日使っていたのに、560点を取った時点で私が「相手に向かって英語を喋った」回数はまだ0だった。 発音アプリはマイクに向かって単語を読むだけで、会話ではない。",（該当なし）,サービスのアカウント履歴,
C066,英会話スクールを払った,さくら,払った,体験,英会話スクール,,過去,yes,1,310,https://sakura-eigo.com/cheap-english-learning-apps-free/,スクールで一度お金を溶かした経験があるから、この「払ったのに残っていない」感触は身体が覚えている。,それだけ払って、私が最初に喋れなかった場面は何ひとつ変わっていない。 スクールで一度お金を溶かした経験があるから、この「払ったのに残っていない」感触は身体が覚えている。 安いアプリなら傷が浅いと思っていたのに、金額が小さいぶん、だらだらと長く続けてしまって、気づけばスクールと変わらない総額になっていた。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,クレジットカード・銀行の明細,
C067,英語を2年受けた,さくら,受けた,体験,英語,2年,過去,yes,1,304,https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,Table of Contents Toggle スコアシートを3枚並べて、動いていない数字と目が合った 内訳を分解したら、伸びていたパートと落ちていたパートが逆だった 2年前は音が聞けていた、今は聞けていない 思い込みで弱点を1つに絞ると、対策も1つずれる 最初の3週間、リスニングに全振りして手応えゼロだった話 ディクテーションを毎晩やって、疲れただけの週 書き取れないのは音が繋がって消えている,Table of Contents Toggle スコアシートを3枚並べて、動いていない数字と目が合った 内訳を分解したら、伸びていたパートと落ちていたパートが逆だった 2年前は音が聞けていた、今は聞けていない 思い込みで弱点を1つに絞ると、対策も1つずれる 最初の3週間、リスニングに全振りして手応えゼロだった話 ディクテーションを毎晩やって、疲れただけの週 書き取れないのは音が繋がって消えているからだった 自分の声を録って、初めて発音のズレが見えた 録音した自分の英語が、想像より下手で笑った 独学の発音矯正には限,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C068,英語を2年通った,さくら,通った,体験,英語,2年,過去,yes,1,304,https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,2年前は英会話スクールに通っていて、週に1回は生の英語を耳に入れていた。,崩れた理由に心当たりはあった。 2年前は英会話スクールに通っていて、週に1回は生の英語を耳に入れていた。 それをやめてからは、通勤中に音声を流してはいたけれど、頭では別のことを考えていた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,受講記録・領収書,
C069,TOEICを40点受けた,さくら,受けた,体験,TOEIC,40点,過去,yes,1,304,https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,1月の受験で、リスニングが40点戻ってきた 4か月のちょうど中間、1月末に個人で申し込んだTOEICを受けた。,順番を間違えていたのだと、このとき腹に落ちた。 1月の受験で、リスニングが40点戻ってきた 4か月のちょうど中間、1月末に個人で申し込んだTOEICを受けた。 会社の団体受験を待たずに、自分の進み具合を測りたかった。,CLAUDE.md 2026-06-05_eikaiwa-app-hikaku-shakaijin.md 2026-06-18.md 2026-06-24.md,サービスのアカウント履歴,
C070,英語を5年間払った,さくら,払った,体験,英語,5年間,過去,yes,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,5年間ずっと英語を後回しにしてきて、勧められると断れずに流されて、気づけば27歳になっている自分が、70万を払った先で本当に口を動かすようになるのか、それだけだった。,私が知りたかったのは「どの学校が安いか」ではなかった。 5年間ずっと英語を後回しにしてきて、勧められると断れずに流されて、気づけば27歳になっている自分が、70万を払った先で本当に口を動かすようになるのか、それだけだった。 費用表はその問いに何も答えない。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,クレジットカード・銀行の明細,
C071,英語へ1週間渡航した,さくら,渡航した,体験,英語,1週間,過去,yes,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,「英語がほぼゼロの生徒が、渡航して最初の1週間で英語を話す量は、1日あたりどれくらいですか」。,5校それぞれで、こう聞くことにした。 「英語がほぼゼロの生徒が、渡航して最初の1週間で英語を話す量は、1日あたりどれくらいですか」。 この質問への答え方で、学校の中身がびっくりするほど割れた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,パスポートの出入国記録,
C072,セブ島を続けた,さくら,続けた,体験,セブ島,,過去,yes,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,A校はセブのマンツーマン特化校で、体験レッスンでは講師が私に質問を投げ続けた。,この25分の中身が、そのまま学校の性格を映していた。 A校はセブのマンツーマン特化校で、体験レッスンでは講師が私に質問を投げ続けた。 「今日は何を食べた」「その料理は自分で作るのか」「作らないなら誰が作るのか」。,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,サービスのアカウント履歴,
C073,英語を5年使った,さくら,使った,体験,英語,5年,過去,yes,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,ただ、5年後回しにしてきた私が渡航初日にこの授業に入ったら、5分話して満足して、それを「今日は英語を使った」とカウントして、また楽なほうへ滑っていく気がした。,聞くのも学びだとは思う。 ただ、5年後回しにしてきた私が渡航初日にこの授業に入ったら、5分話して満足して、それを「今日は英語を使った」とカウントして、また楽なほうへ滑っていく気がした。 1日の総発話量を換算してみた 体験の発話時間を1日分に伸ばして計算した。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C074,ネイティブキャンプを登録した,さくら,登録した,体験,ネイティブキャンプ,,過去,yes,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,その日の夜、私はネイティブキャンプのレッスンを申し込んだ。,今週、無料で発見できる。 その日の夜、私はネイティブキャンプのレッスンを申し込んだ。 オンライン英会話を留学とセットで扱っていて、渡航前に日本で発話量を作れる。,CLAUDE.md 2026-06-11.md 2026-06-30.md 2026-08-07_nativecamp-yoyaku.md,サービスのアカウント履歴,
C075,フィリピン留学ナビを比較した,さくら,比較した,調査,フィリピン留学ナビ,,過去,no,1,305,https://sakura-eigo.com/working-holiday-english-level-needed/,→ フィリピン留学ナビの無料相談会に申し込む 5校を並べ終えて分かった、私が本当に比べていた1項目 費用、授業時間、日本人比率、マンツーマン数、寮の設備。,学校ごとに強い場面が違うので、初日の生活を回すことを目的にした相談の仕方をすると、答えが噛み合う担当者に当たりやすい。 → フィリピン留学ナビの無料相談会に申し込む 5校を並べ終えて分かった、私が本当に比べていた1項目 費用、授業時間、日本人比率、マンツーマン数、寮の設備。 5校を表にして並べたら、比較項目は10を超えた。,CLAUDE.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,本人の確認,
C076,留学情報館を使った,さくら,使った,体験,留学情報館,,過去,yes,1,301,https://sakura-eigo.com/free-study-abroad-agent-bias/,留学情報館の無料カウンセリングは、提携校の中からの提案だという前提を私自身が分かった上で、あえて「その場で決めずに帰る練習」の相手として使った。,この決めごとを守れるかどうかを試すために、対面のカウンセリングも1回だけ受けてみることにした。 留学情報館の無料カウンセリングは、提携校の中からの提案だという前提を私自身が分かった上で、あえて「その場で決めずに帰る練習」の相手として使った。 プロから具体的な提案を受けて、心が動いて、それでも持ち帰る。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-09.md,サービスのアカウント履歴,
