post_id,kind,claim,url,sentence,match,page_value,note,checked_at
33,無料期間,7日間,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,7日間,,2026-08-09 11:57:15 JST
33,仕様,無制限,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,無制限,,2026-08-09 11:57:15 JST
33,体験回数,2回,https://www.qqeng.com/,公式情報 ：QQ Englishは「カランメソッド正式認定校」と明記していて、体験レッスンは2回受けられると案内されている（ QQ English公式サイト ・2026年8月9日時点）。,一致,2回,,2026-08-09 11:57:15 JST
33,認定,正式認定校,https://www.qqeng.com/,公式情報 ：QQ Englishは「カランメソッド正式認定校」と明記していて、体験レッスンは2回受けられると案内されている（ QQ English公式サイト ・2026年8月9日時点）。,一致,正式認定校,,2026-08-09 11:57:15 JST
37,金額,0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学は、仲介手数料0円・最低価格保証を掲げていて、渡航前のオンライン英会話が無料で使える（ ネイティブキャンプ留学 公式 ・2026年8月8日時点）。,一致,0円,,2026-08-09 11:57:15 JST
37,手数料,手数料0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学は、仲介手数料0円・最低価格保証を掲げていて、渡航前のオンライン英会話が無料で使える（ ネイティブキャンプ留学 公式 ・2026年8月8日時点）。,一致,手数料0円,,2026-08-09 11:57:15 JST
37,金額,0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円を掲げる留学エージェントで、無料カウンセリングの窓口がある（ 留学情報館 公式 ・2026年8月8日時点）。紹介できる学校は提携校の範囲になる。,一致,0円,,2026-08-09 11:57:15 JST
37,手数料,手数料0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円を掲げる留学エージェントで、無料カウンセリングの窓口がある（ 留学情報館 公式 ・2026年8月8日時点）。紹介できる学校は提携校の範囲になる。,一致,手数料0円,,2026-08-09 11:57:15 JST
40,金額,0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円を掲げる留学エージェントで、無料カウンセリングの窓口がある（ 留学情報館 公式 ・2026年8月8日時点）。紹介できる学校は提携校の範囲になる。,一致,0円,,2026-08-09 11:57:15 JST
40,手数料,手数料0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円を掲げる留学エージェントで、無料カウンセリングの窓口がある（ 留学情報館 公式 ・2026年8月8日時点）。紹介できる学校は提携校の範囲になる。,一致,手数料0円,,2026-08-09 11:57:15 JST
41,無料期間,7日間,https://sptr.jp/,公式情報 ：スパトレは第二言語習得論に基づく学習方法で、自習とレッスンを組み合わせる設計になっていて、7日間の無料期間がある（ スパトレ公式サイト ・2026年8月8日時点）。,一致,7日間,,2026-08-09 11:57:15 JST
41,プラン名,リENGLISHの新日常英会話コース,https://eigosapuri.jp/,公式情報 ：スタディサプリENGLISHの新日常英会話コースには初回の無料体験があり、無料期間中はいつでもキャンセルできると案内されている（ スタディサプリENGLISH公式サイト ・2026年8月9日時点）。,一致,新日常英会話コース,抜き出しが語の途中から始まっていた。末尾で一致,2026-08-09 11:57:15 JST
42,無料期間,7日間,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,7日間,,2026-08-09 11:57:15 JST
42,仕様,無制限,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,無制限,,2026-08-09 11:57:15 JST
42,体験回数,2回,https://www.qqeng.com/,公式情報 ：QQ Englishは「カランメソッド正式認定校」と明記していて、体験レッスンは2回受けられると案内されている（ QQ English公式サイト ・2026年8月9日時点）。,一致,2回,,2026-08-09 11:57:15 JST
42,認定,正式認定校,https://www.qqeng.com/,公式情報 ：QQ Englishは「カランメソッド正式認定校」と明記していて、体験レッスンは2回受けられると案内されている（ QQ English公式サイト ・2026年8月9日時点）。,一致,正式認定校,,2026-08-09 11:57:15 JST
521,仕様,完全オンライン,https://speek.jp/,公式情報 ：speekは、上智大学の北原真冬教授が監修する音声学ベースの発音矯正スクール。講師は言語系の学位保持者のみで、完全オンラインで対応している（ speek公式サイト ・2026年8月8日時点）。,一致,完全オンライン,,2026-08-09 11:57:15 JST
521,無料期間,7日間,https://sptr.jp/,公式情報 ：スパトレは第二言語習得論に基づく学習方法で、自習とレッスンを組み合わせる形になっている。7日間の無料期間がある（ スパトレ公式サイト ・2026年8月8日時点）。レッスンの前に自習をする設計なので、その時間を置けない人には向かない。,一致,7日間,,2026-08-09 11:57:15 JST
526,金額,0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学は、仲介手数料0円・最低価格保証を掲げていて、渡航前のオンライン英会話が無料で使える（ ネイティブキャンプ留学 公式 ・2026年8月8日時点）。,一致,0円,,2026-08-09 11:57:15 JST
526,手数料,手数料0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学は、仲介手数料0円・最低価格保証を掲げていて、渡航前のオンライン英会話が無料で使える（ ネイティブキャンプ留学 公式 ・2026年8月8日時点）。,一致,手数料0円,,2026-08-09 11:57:15 JST
546,無料期間,7日間,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,7日間,,2026-08-09 11:57:15 JST
546,仕様,無制限,https://nativecamp.net,公式情報 ：ネイティブキャンプは予約なしでレッスンを受けられ、レッスン回数は無制限、7日間の無料体験があると案内されている（ ネイティブキャンプ公式サイト ・2026年8月8日時点）。,一致,無制限,,2026-08-09 11:57:15 JST
61,無料期間,7日間,https://sptr.jp/,公式情報 ：スパトレは第二言語習得論に基づく学習方法で、自習とレッスンを組み合わせる設計になっていて、7日間の無料期間がある（ スパトレ公式サイト ・2026年8月8日時点）。,一致,7日間,,2026-08-09 11:57:15 JST
61,プラン名,リENGLISHの新日常英会話コース,https://eigosapuri.jp/,公式情報 ：スタディサプリENGLISHの新日常英会話コースには初回の無料体験があり、無料期間中はいつでもキャンセルできると案内されている（ スタディサプリENGLISH公式サイト ・2026年8月9日時点）。,一致,新日常英会話コース,抜き出しが語の途中から始まっていた。末尾で一致,2026-08-09 11:57:15 JST
64,金額,0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学では、渡航前のオンライン英会話が無料で、手数料は0円と案内されている（ ネイティブキャンプ留学公式サイト ・2026年8月8日時点）。,一致,0円,,2026-08-09 11:57:15 JST
64,金額,0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円で、カウンセリングはオンラインと対面のどちらも無料と案内されている（ 留学情報館公式サイト ・2026年8月9日時点）。,一致,0円,,2026-08-09 11:57:15 JST
64,手数料,手数料0円,https://www.ryugaku-johokan.com/index_mr.php,公式情報 ：留学情報館は手数料0円で、カウンセリングはオンラインと対面のどちらも無料と案内されている（ 留学情報館公式サイト ・2026年8月9日時点）。,一致,手数料0円,,2026-08-09 11:57:15 JST
67,金額,0円,https://nativecamp.net/study_abroad/counseling-reserve,公式情報 ：ネイティブキャンプ留学では、渡航前のオンライン英会話が無料で、手数料は0円と案内されている（ ネイティブキャンプ留学公式サイト ・2026年8月8日時点）。,一致,0円,,2026-08-09 11:57:15 JST
